wv,n,k
972.411499,2.840771,0
973.983276,2.839931,0
975.554993,2.83909,0
977.126587,2.838249,0
978.698059,2.837409,0
980.269348,2.836568,0
981.840454,2.835726,0
983.411499,2.834885,0
984.982422,2.834085,0
986.553101,2.833321,0
988.123718,2.832556,0
989.694214,2.83179,0
991.264648,2.831025,0
992.834839,2.83026,0
994.404907,2.829494,0
995.974915,2.828729,0
997.544617,2.827963,0
999.11438,2.827197,0
1013.309937,2.820813,0
1016.72229,2.819298,0
1020.134583,2.817901,0
1023.54718,2.816503,0
1026.959839,2.815104,0
1030.372803,2.813704,0
1033.785767,2.81232,0
1037.198975,2.811034,0
1040.612305,2.809747,0
1044.025757,2.80846,0
1047.439453,2.807173,0
1050.853271,2.805885,0
1054.267212,2.804699,0
1057.681274,2.803513,0
1061.095459,2.802326,0
1064.51001,2.801139,0
1067.924561,2.799952,0
1071.339233,2.798827,0
1074.75415,2.797731,0
1078.169189,2.796634,0
1081.584351,2.795537,0
1084.999756,2.794439,0
1088.415283,2.793358,0
1091.830811,2.792344,0
1095.246582,2.79133,0
1098.662598,2.790315,0
1102.078613,2.7893,0
1105.494873,2.788285,0
1108.911255,2.787309,0
1112.327881,2.786372,0
1115.744385,2.785433,0
1119.161377,2.784495,0
1122.578369,2.783556,0
1125.995361,2.782616,0
1129.41272,2.781722,0
1132.830078,2.780854,0
1136.247681,2.779985,0
1139.665283,2.779116,0
1143.083252,2.778247,0
1146.501221,2.777378,0
1149.919312,2.776544,0
1153.337646,2.775742,0
1156.756104,2.77494,0
1160.174561,2.774138,0
1163.593262,2.773336,0
1167.012085,2.772534,0
1170.431152,2.771741,0
1173.850342,2.770996,0
1177.269531,2.77025,0
1180.688965,2.769503,0
1184.108521,2.768757,0
1187.528198,2.76801,0
1190.947998,2.767263,0
1194.36792,2.76655,0
1197.788086,2.76586,0
1201.208252,2.76517,0
1204.628662,2.764479,0
1208.049194,2.763788,0
1211.469971,2.763098,0
1214.890625,2.762406,0
1218.311646,2.761755,0
1221.732666,2.761115,0
1225.153809,2.760476,0
1228.575195,2.759836,0
1231.996704,2.759196,0
1235.418213,2.758556,0
1238.839966,2.757915,0
1242.261841,2.757308,0
1245.683838,2.756717,0
1249.105957,2.756125,0
1252.528198,2.755534,0
1255.950562,2.754943,0
1259.373169,2.754351,0
1262.795776,2.753759,0
1266.218506,2.753179,0
1269.641479,2.752629,0
1273.064575,2.75208,0
1276.487671,2.75153,0
1279.911011,2.75098,0
1283.334351,2.75043,0
1286.758057,2.74988,0
1290.181641,2.74933,0
1293.605469,2.748803,0
1297.029419,2.748296,0
1300.453369,2.747788,0
1303.877686,2.74728,0
1307.302002,2.746772,0
1310.726318,2.746264,0
1314.151001,2.745756,0
1317.575684,2.745247,0
1321.000488,2.744761,0
1324.425415,2.744293,0
1327.850342,2.743825,0
1331.275635,2.743357,0
1334.700928,2.742889,0
1338.126343,2.742421,0
1341.55188,2.741953,0
1344.977539,2.741484,0
1348.40332,2.741022,0
1351.829224,2.740587,0
1355.255249,2.740153,0
1358.681396,2.739719,0
1362.107666,2.739285,0
1365.533936,2.738851,0
1368.960571,2.738416,0
1372.387085,2.737982,0
1375.813843,2.737547,0
1379.240723,2.737126,0
1382.667725,2.736725,0
1386.094727,2.736323,0
1389.521973,2.735921,0
1392.949219,2.735518,0
1396.376709,2.735116,0
1399.804199,2.734714,0
1403.231812,2.734312,0
1406.659668,2.733909,0
1410.087524,2.733517,0
1413.515503,2.733147,0
1416.943604,2.732778,0
1420.371826,2.732409,0
1423.800171,2.732039,0
1427.228638,2.731669,0
1430.657104,2.7313,0
1434.085815,2.73093,0
1437.514526,2.73056,0
1440.943481,2.730191,0
1444.372437,2.729842,0
1447.801514,2.729502,0
1451.230713,2.729162,0
1454.660034,2.728821,0
1458.089478,2.728481,0
1461.519043,2.72814,0
1464.948608,2.7278,0
1468.378418,2.727459,0
1471.808228,2.727118,0
1475.238159,2.726778,0
1478.668213,2.726456,0
1482.098389,2.726141,0
1485.528564,2.725827,0
1488.958984,2.725512,0
1492.389404,2.725198,0
1495.820068,2.724883,0
1499.250732,2.724568,0
1502.681519,2.724253,0
1506.112427,2.723938,0
1509.543335,2.723624,0
1512.974487,2.723315,0
1516.40564,2.723027,0
1519.836914,2.722738,0
1523.268311,2.72245,0
1526.699829,2.722161,0
1530.13147,2.721873,0
1533.56311,2.721584,0
1536.994873,2.721296,0
1540.426758,2.721007,0
1543.858643,2.720719,0
1547.290771,2.72043,0
1550.7229,2.720146,0
1554.155151,2.719881,0
1557.587646,2.719616,0
1561.02002,2.719351,0
1564.452515,2.719086,0
1567.885254,2.718821,0
1571.317993,2.718555,0
1574.750732,2.71829,0
1578.183716,2.718024,0
1581.616821,2.717759,0
1585.049927,2.717494,0
1588.483154,2.717228,0
1591.916382,2.716977,0
1595.349731,2.716734,0
1598.783203,2.716491,0
1602.216797,2.716247,0
1605.650513,2.716004,0
1609.084229,2.715761,0
1612.518066,2.715518,0
1615.951904,2.715274,0
1619.385986,2.715031,0
1622.820068,2.714787,0
1626.254272,2.714544,0
1629.688599,2.714301,0
1633.122925,2.714066,0
1636.557373,2.713842,0
1639.991943,2.713618,0
1643.426514,2.713394,0
1646.861084,2.713171,0
1650.296143,2.712946,0
1653.730835,2.712723,0
1657.165771,2.712498,0
1660.600952,2.712275,0
1664.035889,2.71205,0
1667.471313,2.711826,0
1670.906494,2.711602,0
1674.342041,2.711378,0
1677.777344,2.711167,0
1681.212891,2.710964,0
1684.648438,2.710762,0
1688.084229,2.710559,0
