wv,n,k
867.761353,1.457843,0
869.334595,1.457821,0
870.907715,1.4578,0
872.480774,1.457778,0
874.053589,1.457757,0
875.626343,1.457736,0
877.199036,1.457714,0
878.771484,1.457693,0
880.34375,1.457672,0
881.915894,1.457651,0
883.487976,1.45763,0
885.059875,1.457609,0
886.631653,1.457588,0
888.203247,1.457567,0
889.774719,1.457546,0
891.346008,1.457525,0
892.917175,1.457505,0
894.488159,1.457484,0
896.059082,1.457464,0
897.629883,1.457443,0
899.2005,1.457423,0
900.770874,1.457402,0
902.341187,1.457382,0
903.911316,1.457362,0
905.481323,1.457342,0
907.051147,1.457322,0
908.620911,1.457302,0
910.19043,1.457282,0
911.759888,1.457262,0
913.329224,1.457242,0
914.898254,1.457222,0
916.467163,1.457202,0
918.036011,1.457183,0
919.604675,1.457163,0
921.173218,1.457143,0
922.741577,1.457124,0
924.309753,1.457104,0
925.877808,1.457085,0
927.445679,1.457065,0
929.013489,1.457046,0
930.581055,1.457027,0
932.14856,1.457008,0
933.71582,1.456988,0
935.282898,1.456969,0
936.849915,1.45695,0
938.416687,1.456931,0
939.983398,1.456912,0
941.549927,1.456893,0
943.116211,1.456874,0
944.682434,1.456855,0
946.248413,1.456837,0
947.814331,1.456818,0
949.380066,1.456799,0
950.945618,1.45678,0
952.511047,1.456762,0
954.076294,1.456743,0
955.641296,1.456725,0
957.206238,1.456706,0
958.770996,1.456688,0
960.335632,1.45667,0
961.900085,1.456651,0
963.464355,1.456633,0
965.028503,1.456615,0
966.592468,1.456596,0
968.15625,1.456578,0
969.719849,1.45656,0
971.283325,1.456542,0
972.846558,1.456524,0
974.40979,1.456506,0
975.972778,1.456488,0
977.535522,1.45647,0
979.098145,1.456452,0
980.660645,1.456434,0
982.222961,1.456416,0
983.785034,1.456399,0
985.347046,1.456381,0
986.908875,1.456363,0
988.47052,1.456346,0
990.032043,1.456328,0
991.593262,1.45631,0
993.154419,1.456293,0
994.715454,1.456275,0
996.276184,1.456258,0
997.836792,1.45624,0
999.397278,1.456223,0
1011.209839,1.456092,0
1014.555359,1.456056,0
1017.902222,1.456019,0
1021.250183,1.455983,0
1024.599487,1.455946,0
1027.949951,1.45591,0
1031.301636,1.455874,0
1034.654541,1.455838,0
1038.008667,1.455802,0
1041.364014,1.455766,0
1044.720459,1.455731,0
1048.078247,1.455695,0
1051.437134,1.45566,0
1054.797119,1.455624,0
1058.158325,1.455589,0
1061.520752,1.455554,0
1064.884277,1.455519,0
1068.248901,1.455484,0
1071.614746,1.455449,0
1074.981689,1.455414,0
1078.349854,1.45538,0
1081.719116,1.455345,0
1085.0896,1.455311,0
1088.46106,1.455276,0
1091.833618,1.455242,0
1095.207275,1.455207,0
1098.582153,1.455173,0
1101.95813,1.455139,0
1105.335083,1.455105,0
1108.713135,1.455071,0
1112.092285,1.455037,0
1115.472534,1.455003,0
1118.853882,1.45497,0
1122.236206,1.454936,0
1125.619751,1.454902,0
1129.00415,1.454869,0
1132.389771,1.454835,0
1135.776367,1.454802,0
1139.16394,1.454768,0
1142.55249,1.454735,0
1145.942261,1.454702,0
1149.332886,1.454668,0
1152.724609,1.454635,0
1156.117432,1.454602,0
1159.510986,1.454569,0
1162.905762,1.454536,0
1166.301514,1.454503,0
1169.69812,1.45447,0
1173.095825,1.454437,0
1176.494385,1.454404,0
1179.894043,1.454371,0
1183.294678,1.454338,0
1186.696045,1.454306,0
1190.098511,1.454273,0
1193.501953,1.45424,0
1196.906372,1.454208,0
1200.311646,1.454175,0
1203.717896,1.454142,0
1207.125,1.45411,0
1210.533081,1.454077,0
1213.942139,1.454045,0
1217.351929,1.454012,0
1220.762695,1.45398,0
1224.174438,1.453948,0
1227.586914,1.453915,0
1231.000366,1.453883,0
1234.414795,1.45385,0
1237.829956,1.453818,0
1241.245972,1.453786,0
1244.662842,1.453754,0
1248.080811,1.453721,0
1251.499268,1.453689,0
1254.918823,1.453657,0
1258.339111,1.453625,0
1261.760376,1.453592,0
1265.182373,1.45356,0
1268.605103,1.453528,0
1272.028687,1.453496,0
1275.453125,1.453464,0
1278.878418,1.453432,0
1282.304443,1.4534,0
1285.731201,1.453367,0
1289.158936,1.453335,0
1292.58728,1.453303,0
1296.016357,1.453271,0
1299.446411,1.453239,0
1302.877197,1.453207,0
1306.308594,1.453175,0
1309.740845,1.453143,0
1313.173828,1.453111,0
1316.607544,1.453079,0
1320.041992,1.453047,0
1323.477295,1.453014,0
1326.913086,1.452982,0
1330.349854,1.45295,0
1333.787109,1.452918,0
1337.22522,1.452886,0
1340.66394,1.452854,0
1344.103394,1.452822,0
1347.543701,1.45279,0
1350.984497,1.452758,0
1354.426025,1.452726,0
1357.868286,1.452694,0
1361.311157,1.452662,0
1364.754639,1.452629,0
1368.198975,1.452597,0
1371.643799,1.452565,0
1375.089233,1.452533,0
1378.5354,1.452501,0
1381.982178,1.452469,0
1385.429565,1.452436,0
1388.877686,1.452404,0
1392.326416,1.452372,0
1395.775635,1.45234,0
1399.225586,1.452307,0
1402.676025,1.452275,0
1406.127197,1.452243,0
1409.578857,1.452211,0
1413.031006,1.452178,0
1416.484009,1.452146,0
1419.937378,1.452114,0
1423.391357,1.452081,0
1426.845947,1.452049,0
1430.301025,1.452016,0
1433.756714,1.451984,0
1437.213013,1.451952,0
1440.669678,1.451919,0
1444.127075,1.451887,0
1447.584839,1.451854,0
1451.043213,1.451822,0
1454.502197,1.451789,0
1457.961548,1.451757,0
1461.421387,1.451724,0
1464.881836,1.451691,0
1468.342651,1.451659,0
1471.804077,1.451626,0
1475.265991,1.451593,0
1478.728271,1.451561,0
1482.191162,1.451528,0
1485.654541,1.451495,0
1489.118286,1.451462,0
1492.58252,1.451429,0
1496.047119,1.451397,0
1499.512329,1.451364,0
1502.977783,1.451331,0
1506.443848,1.451298,0
1509.910278,1.451265,0
1513.377197,1.451232,0
1516.84436,1.451199,0
1520.312012,1.451166,0
1523.780151,1.451133,0
1527.248657,1.4511,0
1530.717529,1.451066,0
1534.186768,1.451033,0
1537.656494,1.451,0
1541.126465,1.450967,0
