wv,n,k
670.16156,1.762169,0
671.752502,1.762099,0
673.343323,1.762029,0
674.934143,1.76196,0
676.524841,1.761891,0
678.115479,1.761823,0
679.706055,1.761755,0
681.29657,1.761687,0
682.887024,1.76162,0
684.477417,1.761553,0
686.067688,1.761486,0
687.657898,1.76142,0
689.248108,1.761354,0
690.838196,1.761289,0
692.428162,1.761223,0
694.018127,1.761159,0
695.608032,1.761094,0
697.197815,1.76103,0
698.787476,1.760966,0
700.377136,1.760902,0
701.966736,1.760839,0
703.556274,1.760776,0
705.14563,1.760713,0
706.734985,1.760651,0
708.324341,1.760589,0
709.913513,1.760527,0
711.502625,1.760466,0
713.091675,1.760405,0
714.680664,1.760344,0
716.269592,1.760284,0
717.858398,1.760223,0
719.447144,1.760163,0
721.035767,1.760104,0
722.62439,1.760044,0
724.212891,1.759985,0
725.801331,1.759926,0
727.389709,1.759868,0
728.977966,1.759809,0
730.566162,1.759751,0
732.154236,1.759694,0
733.74231,1.759636,0
735.3302,1.759579,0
736.918091,1.759522,0
738.50592,1.759465,0
740.093628,1.759409,0
741.681274,1.759352,0
743.268799,1.759296,0
744.856262,1.759241,0
746.443604,1.759185,0
748.030884,1.75913,0
749.618103,1.759075,0
751.2052,1.75902,0
752.792297,1.758965,0
754.379272,1.758911,0
755.966125,1.758857,0
757.552856,1.758803,0
759.139526,1.758749,0
760.726196,1.758696,0
762.312683,1.758643,0
763.899109,1.75859,0
765.485474,1.758537,0
767.071777,1.758484,0
768.657898,1.758432,0
770.244019,1.75838,0
771.830017,1.758328,0
773.415894,1.758276,0
775.00177,1.758224,0
776.587463,1.758173,0
778.173096,1.758122,0
779.758667,1.758071,0
781.344116,1.75802,0
782.929504,1.757969,0
784.514771,1.757919,0
786.099976,1.757869,0
787.684998,1.757819,0
789.27002,1.757769,0
790.854919,1.757719,0
792.439758,1.75767,0
794.024475,1.757621,0
795.60907,1.757571,0
797.193604,1.757522,0
798.778015,1.757474,0
800.362427,1.757425,0
801.946655,1.757377,0
803.530762,1.757329,0
805.114868,1.75728,0
806.698792,1.757232,0
808.282654,1.757185,0
809.866394,1.757137,0
811.450073,1.75709,0
813.03363,1.757042,0
814.617126,1.756995,0
816.2005,1.756948,0
817.783813,1.756902,0
819.367004,1.756855,0
820.950012,1.756809,0
822.53302,1.756762,0
824.115906,1.756716,0
825.698608,1.75667,0
827.281372,1.756624,0
828.863953,1.756578,0
830.446411,1.756533,0
832.028809,1.756487,0
833.611023,1.756442,0
835.193176,1.756397,0
836.775269,1.756352,0
838.357239,1.756307,0
839.939087,1.756262,0
841.520813,1.756217,0
843.102539,1.756173,0
844.684082,1.756129,0
846.265503,1.756084,0
847.846863,1.75604,0
849.42804,1.755996,0
851.009155,1.755953,0
852.59021,1.755909,0
854.171082,1.755865,0
855.751953,1.755822,0
857.332642,1.755779,0
858.913208,1.755735,0
860.493774,1.755692,0
862.074097,1.755649,0
863.654419,1.755606,0
865.234497,1.755564,0
866.814575,1.755521,0
868.394531,1.755479,0
869.974304,1.755436,0
871.554077,1.755394,0
873.133667,1.755352,0
874.713196,1.75531,0
876.292603,1.755268,0
877.871887,1.755226,0
879.450989,1.755184,0
